,Id,Title,review/score,Combined,new_url_id
797,B000N553X6,Great Dialogues of Plato,5.0,"Great Dialogues of Plato A new translation of the complete texts of The Republic, The Apology, Crito, Phaido, Ion, Meno, and Symposium reveals the genius of Plato as he struggled with education, justice, the ""philosopher king,"" and utopian visions of society. Reprint. Plato Signet Classics Philosophy",VN-WoAEACAAJ
798,B00070W9D4,Notebooks of the mind: Explorations of thinking,5.0,"Notebooks of the mind: Explorations of thinking How do creative people think? Do great works of the imagination originate in words or in images? Is there a rational explanation for the sudden appearance of geniuses like Mozart or Einstein? Such questions have fascinated people for centuries; only in recent years, however, has cognitive psychology been able to provide some clues to the mysterious process of creativity. In this revised edition of Notebooks of the Mind, Vera John-Steiner combines imaginative insight with scientific precision to produce a startling account of the human mind working at its highest potential. To approach her subject John-Steiner goes directly to the source, assembling the thoughts of ""experienced thinkers""--artists, philosophers, writers, and scientists able to reflect on their own imaginative patterns. More than fifty interviews (with figures ranging from Jessica Mitford to Aaron Copland), along with excerpts from the diaries, letters, and autobiographies of such gifted giants as Leo Tolstoy, Marie Curie, and Diego Rivera, among others, provide illuminating insights into creative activity. We read, for example, of Darwin's preoccupation with the image of nature as a branched tree while working on his concept of evolution. Mozart testifies to the vital influence on his mature art of the wondrous ""bag of memories"" he retained from childhood. Anais Nin describes her sense of words as oppressive, explaining how imagistic free association freed her as a writer. Adding these personal accounts to laboratory studies of thought process, John-Steiner takes a refreshingly holistic approach to the question of creativity. What emerges is an intriguing demonstration of how specific sociocultural circumstances interact with certain personality traits to encourage the creative mind. Among the topics examined here are the importance of childhood mentor figures; the lengthy apprenticeship of the talented person; and the development of self- expression through highly individualistic languages, whether in images, movement or inner speech. Now, with a new introduction, this award-winning book provides an uniquely broad-based study of the origins, development and fruits of human inspiration. Vera John-Steiner Oxford University Press on Demand Psychology",uj1RDAAAQBAJ
799,1558322213,The Sober Kitchen: Recipes and Advice for a Lifetime of Sobriety (Non),5.0,"The Sober Kitchen: Recipes and Advice for a Lifetime of Sobriety (Non) The Sober Kitchen is the first major book to focus on the important and often overlooked link between food and recovery. Professional chef and recovering alcoholic Liz Scott serves up this groundbreaking cookbook chock full of vital information on basic nutrition and current addiction research, as well as more than 300 delicious, simple recipes. She also offers plenty of realistic, down-to-earth advice and encouragement, making The Sober Kitchen a complete culinary lifestyle companion. Liz Scott Harvard Common Press Cooking",W_1iDAAAQBAJ
800,B0006F7106,In small things forgotten: An archaeology of early American life,5.0,"In small things forgotten: An archaeology of early American life History is recorded in many ways. According to author James Deetz, the past can be seen most fully by studying the small things so often forgotten. Objects such as doorways, gravestones, musical instruments, and even shards of pottery fill in the cracks between large historical events and depict the intricacies of daily life. In his completely revised and expanded edition of In Small Things Forgotten, Deetz has added new sections that more fully acknowledge the presence of women and African Americans in Colonial America. New interpretations of archaeological finds detail how minorities influenced and were affected by the development of the Anglo-American tradition in the years following the settlers' arrival in Plymouth, Massachusetts in 1620. Among Deetz's observations: Subtle changes in building long before the Revolutionary War hinted at the growing independence of the American colonies and their desire to be less like the British. Records of estate auctions show that many households in Colonial America contained only one chair--underscoring the patriarchal nature of the early American family. All other members of the household sat on stools or the floor. The excavation of a tiny community of freed slaves in Massachusetts reveals evidence of the transplantation of African culture to North America. Simultaneously a study of American life and an explanation of how American life is studied, In Small Things Forgotten, through the everyday details of ordinary living, colorfully depicts a world hundreds of years in the past. James Deetz Anchor History",jtOeEfcB33oC
801,0763611778,My Mother Goose Library Boxed Set: My Very First Mother Goose/Here Come Mother Goose,5.0,"My Mother Goose Library Boxed Set: My Very First Mother Goose/Here Come Mother Goose Presents more than sixty traditional nursery rhymes, including ""Old Mother Hubbard, "" ""I'm a Little Teapot, "" and ""One, Two, Buckle My Shoe, "" accompanied by illustrations of various animals. Iona Archibald Opie Candlewick Press Juvenile Fiction",2H4AT0xP0uIC
802,0764226223,The Fiery Ring (The House of Winslow #28),4.0,"The Fiery Ring (The House of Winslow #28) Joy Winslow is convinced her inheritance has been stolen by the greedy couple who took her and her brother, Travis, in after their parents' death. When Travis leaves to find work, Joy endures without him for only a short time before she runs away. Joy meets Chase Gallagher when he rescues her from a dangerous situation. Chase helps her find work in a circus, performing with the big cats. Torn by family loyalty, love for Chase, and a desire for revenge, Joy searches desperately for a path that will bring peace. Gilbert Morris Bethany House Fiction",1emGTzH-J3YC
803,B000N6R3MO,Flush,5.0,"Flush With their father jailed for sinking a river boat, Noah Underwood and his younger sister, Abbey, must gather evidence that the owner of this floating casino is emptying his bilge tanks into the protected waters around their Florida Keys home. Carl Hiaasen Ember Juvenile Fiction",o5mODQAAQBAJ
804,B0006C9K2Q,Lemon sky,5.0,"Lemon sky From a beloved master of crime fiction, The Dreadful Lemon Sky is one of many classic novels featuring Travis McGee, the hard-boiled detective who lives on a houseboat. Around four in the morning, Travis McGee is jarred awake by a breathless ghost from his past: an old flame who needs a place to stash a package full of cash. What’s in it for McGee? Ten grand and no questions asked. Two weeks later, she’s dead. “The Travis McGee novels are among the finest works of fiction ever penned by an American author.”—Jonathan Kellerman Carolyn Milligan was only aboard McGee’s boat for one night. She came to drop off a hundred grand for safekeeping. What Carrie really needed was someone to keep her safe. She said she’d be back in a month. Instead Carrie is killed in a dubious roadside accident. Now McGee is left with a fortune—and a nagging conscience. So McGee takes a trip to the seedy little town of Bayside, Florida, to look into Carrie’s life before she showed up on his boat. What McGee finds only pushes him further into the corrupt world of drugs and blood that Carrie was trying to escape. McGee is used to high stakes, but when the bodies start piling up, even he may be in over his head. Features a new Introduction by Lee Child John D. MacDonald Random House Trade Paperbacks Fiction",2bVdAAAAQBAJ
805,B000ERM4GC,Rude Giants (Book and Audiocassette Tape) (Paperback),5.0,"Rude Giants (Book and Audiocassette Tape) (Paperback) From the World's No. 1 Storyteller, James and the Giant Peach is a children's classic that has captured young reader's imaginations for generations. One of TIME MAGAZINE’s 100 Best Fantasy Books of All Time After James Henry Trotter's parents are tragically eaten by a rhinoceros, he goes to live with his two horrible aunts, Spiker and Sponge. Life there is no fun, until James accidentally drops some magic crystals by the old peach tree and strange things start to happen. The peach at the top of the tree begins to grow, and before long it's as big as a house. Inside, James meets a bunch of oversized friends—Grasshopper, Centipede, Ladybug, and more. With a snip of the stem, the peach starts rolling away, and the great adventure begins! Roald Dahl is the author of numerous classic children’s stories including Charlie and the Chocolate Factory, Matilda, The BFG, and many more! “James and the Giant Peach remains a favorite among kids and parents alike nearly 60 years after it was first published, thanks to its vivid imagery, vibrant characters and forthright exploration of mature themes like death and hope.” —TIME Magazine Roald Dahl Penguin Juvenile Fiction",o5-dBrmqAJ0C
806,0895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements",5.0,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements Prescription for Nutritional Healing is the nation's #1 bestselling guide to natural remedies. The new fifth edition incorporates the most recent information on a variety of alternative healing and preventive therapies and unveils new science on vitamins, supplements, and herbs. With an A-to-Z reference to illnesses, updates include: How omega-3 and exercise may help those suffering from Alzheimer's Current information on the latest drug therapies for treating AIDs What you need to know about H1N1 virus Nutritional information for combating prostate cancer Leading research on menopause and bio identical hormones And much, much more In the twenty years since the first edition was released, the natural health movement has gone mainstream, and the quest for optimal nutrition is no longer relegated to speciality stores. With more than 800 pages of comprehensive facts about all aspects of alternative ways to wellness, Prescription for Nutritional Healing, Fifth Edition, unites the best of age-old remedies with twenty-first- century science. Phyllis A. Balch CNC Penguin Health & Fitness",6ck1EAAAQBAJ
807,B000GQJOGY,Perfect Lies,4.0,"Perfect Lies Are your innermost thoughts robbing you of health and happiness? Jennifer Crow knows what that’s like. She always tried to do everything right—so she was shocked when her seemingly perfect life began to fall apart. Diagnosed with a dozen chronic health issues, she entered a deep depression and spiritual crisis. And as everything unraveled, Jennifer began to see how the perfect lies she’d told herself—lies like “I must prove myself because my worth depends on what I do” and “I must gain the acceptance of others because their opinion matters most”—were literally crippling her body, mind, and soul. In Perfect Lies, Jennifer reveals nine key lies that held her back, walks us through her journey of miraculous recovery, and shares practical techniques for overcoming these same lies in our own lives and finding true freedom instead. Jennifer Crow Tyndale House Publishers, Inc. Religion",-5LvnFt4GQEC
808,0803928327,Child Abuse: Implications for Child Development and Psychopathology (Developmental Clinical Psychology and Psychiatry),5.0,Child Abuse: Implications for Child Development and Psychopathology (Developmental Clinical Psychology and Psychiatry) The second edition of David Wolfe's text on child abuse has been updated to reflect the most recent literature on the subject. The book describes the different types of abuse and discusses their influence on development. David A. Wolfe SAGE Medical,MwclWVa-jN0C
809,B000JVGKPO,THE MASKED RIDER Cycling in West Africa,5.0,"THE MASKED RIDER Cycling in West Africa Neil Peart's travel memoir of thoughts, observations, and experiences as he cycles through West Africa, reveals the subtle, yet powerful writing style that has made him one of rock's greatest lyricists. As he describes his extraordinary journey and his experiences ' from the pains of dysentery, to a confrontation with an armed soldier, to navigating dirt roads off the beaten path ' he reveals his own emotional landscape, and along the way, the different ""masks"" that he discovers he wears. ""Cycling is a good way to travel anywhere, but especially in Africa. You are independent and mobile, and yet travel at people speed ' fast enough to travel on to another town in the cooler morning hours, but slow enough to meet people: the old farmer at the roadside who raises his hand and says, 'You are welcome,' the tireless women who offer a smile to a passing cyclist, the children whose laughter transcends the humblest home."" Neil Peart ECW Press Sports & Recreation",UBX_-n4N7GUC
810,1551112930,The Rebel of the Family (Broadview Literary Texts),4.0,"The Rebel of the Family (Broadview Literary Texts) The Rebel of the Family (1880) is the first New Woman novel by Eliza Lynn Linton. Perdita Winstanley, the novel’s protagonist, struggles to balance the competing demands of her snobbish, conservative mother and sisters, her radical friends in the women’s rights movement, and an admirable but low-born chemist and his family. The Rebel of the Family also includes what is perhaps the first literary portrait of the late-Victorian lesbian community in London, featuring Bell Blount and her “little wife” Connie. This Broadview edition includes a critical introduction and appendices that help to set the work in its historical and literary contexts. Eliza Lynn Linton Broadview Press Fiction",iCYtFn8DAVgC
811,B0007I31FQ,Between parent and child,5.0,Between parent and child A revised edition of the child development classic offers advice to a current generation of parents on how to develop empathetic yet disciplined child rearing skills that place an emphasis on good communication and avoid negative reinforcements. Reprint. Haim G. Ginott Harmony Family & Relationships,lN7GG2iKHMIC
812,1841973319,The Marsh King's Daughter,4.0,"The Marsh King's Daughter THE INTERNATIONAL BESTSELLER ""Brilliant....About as good as a thriller can be.""--The New York Times Book Review ""[A] nail-biter perfect for Room fans.""--Cosmopolitan ""Sensationally good psychological suspense.""--Lee Child Praised by Karin Slaughter and Megan Abbott, The Marsh King's Daughter is the mesmerizing tale of a woman who must risk everything to hunt down the dangerous man who shaped her past and threatens to steal her future: her father. Helena Pelletier has a loving husband, two beautiful daughters, and a business that fills her days. But she also has a secret: she is the product of an abduction. Her mother was kidnapped as a teenager by her father and kept in a remote cabin in the marshlands of Michigan's Upper Peninsula. Helena, born two years after the abduction, loved her home in nature, and despite her father's sometimes brutal behavior, she loved him, too...until she learned precisely how savage he could be. More than twenty years later, she has buried her past so soundly that even her husband doesn't know the truth. But now her father has killed two guards, escaped from prison, and disappeared into the marsh. The police begin a manhunt, but Helena knows they don't stand a chance. Knows that only one person has the skills to find the survivalist the world calls the Marsh King--because only one person was ever trained by him: his daughter. Karen Dionne Penguin Fiction",a01SDwAAQBAJ
813,B000GQVE8A,Caught in the Web of Words.,5.0,"Caught in the Web of Words. This unique and celebrated biography describes how a largely self-educated boy from a small village in Scotland entered the world of scholarship and became the first editor of the Oxford English Dictionary and a great lexicographer. It also provides an absorbing account of how the dictionary was written, the personalities of the people working on it, and the endless difficulties that nearly led to the whole enterprise being abandoned. ""It is a magnificent story of a magnificent man, one of the finest biographies of the twentieth century, as its subject was one of the finest human beings of the nineteenth."" --Anthony Burgess ""A moving and dramatic story . . . sometimes tragic, often comic, ultimately triumphant."" --Times (London) ""A biography that possesses many of the virtues of James Murray himself--grace, humor, intelligence, curiosity, and scholarship."" --Time ""In her vivid biography, Murray's granddaughter brings his remarkable personality to life, and provides an unexpectedly fascinating account of the OED's long and difficult birth."" --Times Literary Supplement ""A gripping, engaging story; endearing, too. The daily round of a big Victorian family, with its jokes, games, and treasured seaside holidays, is entrancingly evoked."" --Sunday Times (London) Katherine Maud Elisabeth Murray Yale University Press Biography & Autobiography",yb33QEAm69oC
814,B000QC0YGC,The World Around the Corner,5.0,"The World Around the Corner Learn twelve key lessons from Dunkin’ Donuts former CEO Robert Rosenberg that offer critical insights and a unique, 360-degree perspective to business leaders and managers on building one of the world’s most recognized brands. For entrepreneurs fighting for survival and leaders in growing businesses facing critical strategic decisions, competition is always fierce and the future is never certain. Throughout all the chaos, you need a mentor that has seen a business through the ins and outs and can offer guidance that will exponentially tip the odds in your favor to succeed. Robert Rosenberg took over as CEO of Dunkin’ Donuts in 1963, 13 years after the first restaurant was founded by his father William. In his remarkable 35-year run, he grew the company from $10 million in sales to over $2 billion with more than 3,000 outlets. Through his tenure, Robert learned important lessons on running and scaling a family business. Rosenberg shares his insider perspective on all the dramatic highs and lows that are part of the Dunkin’ Donuts story to guide you to your own success story. In Around the Corner to Around the World, Rosenberg helps you as he: Distills the characteristics of a successful company through all phases of growth. Provides a new perspective on the dramatic story behind the rise of one of the world’s most iconic brands. Tells the first-hand account and essential lessons learned from the tenure of one of the most successful CEO runs in modern business history. Reveals some of the dramatic and surprising plot turns in the story of Dunkin’s rise to global prominence. Around the Corner to Around the World tells a compelling story of lessons gleaned over a 35-year career building a small business into the iconic Dunkin' brand it has become. The harrowing twists and turns and sometimes existential threats to the business will enlighten anyone starting or running a business. Robert Rosenberg HarperCollins Leadership Business & Economics",2L3WDwAAQBAJ
815,0142004383,Singular Intimacies: Becoming a Doctor at Bellevue,5.0,"Singular Intimacies: Becoming a Doctor at Bellevue A “finely gifted writer” shares “fifteen brilliantly written episodes covering the years from studenthood to the end of medical residency” (Oliver Sacks, MD, author of The Man Who Mistook His Wife for a Hat) Singular Intimacies is the story of becoming a doctor by immersion at Bellevue Hospital, the oldest public hospital in the country—and perhaps the most legendary. It is both the classic inner-city hospital and a unique amalgam of history, insanity, beauty, and intellect. When Danielle Ofri enters these 250-year-old doors as a tentative medical student, she is immediately plunged into the teeming world of urban medicine: mysterious illnesses, life-and-death decisions, patients speaking any one of a dozen languages, and overworked interns devising creative strategies to cope with the feverish intensity of a big-city hospital. Yet the emphasis of Singular Intimacies is not so much on the arduous hours in medical training (which certainly exist here), but on the evolution of an instinct for healing. In a hospital without the luxury of private physicians, where patients lack resources both financial and societal, where poverty and social strife are as much a part of the pathology as any microbe, it is the medical students and interns who are thrust into the searing intimacy that is the doctor-patient relationship. In each memorable chapter, Ofri’s progress toward becoming an experienced healer introduces not just a patient in medical crisis, but a human being with an intricate and compelling history. Ofri learns to navigate the tangled vulnerabilities of doctor and patient—not to simply battle the disease. Danielle Ofri, MD Beacon Press Biography & Autobiography",c_YQD9aGK3UC
816,0439573610,Say Cheese And Die--Again! (Goosebumps Series),5.0,"Say Cheese And Die--Again! (Goosebumps Series) Sourball. That's what Greg calls his English teacher, Mr. Saur. He's a real grouch. And he just gave Greg a big fat ""F"" on his oral report. He didn't believe Greg's story. About the camera Greg found last summer. About the pictures it took. About the evil things that happened. Poor Greg. He just wanted to prove old Sourball wrong. But now that he's dug up the camera, bad things are happening. Really bad things. Just like the first time... R. L. Stine Scholastic Inc. Juvenile Fiction",hc9cDwAAQBAJ
817,1891729012,The Spider (#44): The Devil's Pawnbroker,4.0,"The Spider (#44): The Devil's Pawnbroker Who was Jeffrey Epstein? A Pulitzer Prize-nominated journalist unearths never-before-reported details in the most comprehensive account yet of the disgraced financier's life, death, and criminal web, including the role of Ghislaine Maxwell. An ID Book Club Selection By now, the basic contours of Jeffrey Epstein's horrendous crimes--his decades-long serial abuse of young women and underage girls--are familiar. But for all that has been written about Epstein since his shocking death in a lower Manhattan jail cell, an astonishing amount remains unknown. A shy Brooklyn kid turned renegade financier, Jeffrey Epstein never wanted to play by the rules of polite society. He was elusive in life and he has remained just as elusive in death. What is known is that he had amassed nearly $600 million by the time of his death. That fortune allowed Epstein to pursue a privileged, secretive life, jetting between his fortress-like homes in Manhattan, New Mexico, and Little St. James, his private island. Behind these closed doors, Epstein socialized with scientists and world leaders and preyed on powerless young women. In The Spider, Barry Levine shines a light into the darkest corners of Epstein's world, including - Epstein's young adulthood and earliest accusations of sexual misconduct - the murky sources of Epstein's fortune and business dealings - Epstein's circle of confidantes and employees, particularly the nature of his long relationship with socialite Ghislaine Maxwell - his ties to powerful men, including Bill Clinton, Prince Andrew, Les Wexner, and Donald Trump - Epstein's last hours as a free man in Paris and the secret operation to arrest him at a New Jersey airport before he could flee - new details on Epstein's final days in jail and the mystery surrounding his death Featuring rare and never-before-seen photographs, The Spider exposes how Epstein operated and evaded justice for so long--and how he drew so many others into his criminal web. Barry Levine Crown Biography & Autobiography",fU8EEAAAQBAJ
818,0975348655,The Girl,4.0,"The Girl Beatrice is so well-known for never making a mistake that she is greeted each morning by fans and reporters, but a near-error on the day of the school talent show could change everything. Mark Pett', 'Gary Rubinstein Sourcebooks, Inc. Juvenile Fiction",dfe6PnUx4xcC
819,0312992599,The Officer's Wife (St. Martin's True Crime Library),4.0,"The Officer's Wife (St. Martin's True Crime Library) ***Please note: This ebook edition does not contain the photos found in the print edition.*** A MAN IN UNIFORM He was a captain in the U.S. Air Force. She was a psychologist in Fayetteville, North Carolina. On the surface, Marty and Michelle Theer appeared to be the perfect married couple. But no one knew of the double life Michelle was leading. Tired of spending one too many nights apart from Marty who was often away on his flight missions, Michelle turned to the Internet to meet men and relieve her loneliness. With each encounter, Michelle became more daring in her sexual escapades. But one man stood out among all the rest: former U.S. Army Staff Sergeant John Diamond. A WOMAN IN HEAT The more time Michelle spent with Diamond, the less she wanted to be with her husband. Then on December 17, 2000, Marty was gunned down on a street outside of Michelle's office building. Suspicion first turned to Diamond, and she watched him take the fall for a murder she had masterminded. When authorities went after her, Michelle vanished. For months, federal marshals hunted desperately for Michelle, who had resorted to plastic surgery to avoid the law. In 2002, authorities finally captured her. A CASE THAT SHOCKED THE AMERICAN MILITARY COMMUNITY For three months, a jury would hear graphic testimony delving into the sordid details of Michelle's swinging sex life as the happy veneer of the Theers's marriage was quickly peeled away. But when it came time to decide Michelle Theer's fate, her own shocking actions would finally seal her doom... Michael Fleeman St. Martin's Paperbacks True Crime",jSKzpVPn9YYC
820,B000P0W968,King Rat,5.0,"King Rat Japanese POW camp Changi, Singapore: hell on earth for the soldiers contained within its barbed wire walls. Officers and enlisted men, all prisoners together, yet the old hierarchies and rivalries survive. An American corporal, known as the King, has used his personality and wiles to facilitate trading with guards and locals to get needed food, supplies, even information into the camp. The imprisoned upper-class officers have never had to do things for themselves, and now they are reduced to wearing rags while the King’s clean shirt, gained through guts and moxie, seems like luxury in comparison. In the camp, everything has its price and everything is for sale. But trading is illegal—and the King has made a formidable enemy. Robin Grey, the provost marshal, hates the King and all he represents. Grey, though he grew up modestly, fervently believes in the British class system: everyone should know their place, and he knows the King’s place is at the bottom. The King does have a friend in Peter Marlowe, who, though wary of the King and himself a product of the British system, finds himself drawn to the charismatic man who just might be the only one who can save them from both the inhumanity of the prison camp but also from themselves. Powerful and engrossing, King Rat artfully weaves the author’s own World War II prison camp experiences into a compelling narrative of survival amidst the grim realities of war and what men can do when pushed to the edge. A taut masterwork of World War II historical fiction by bestselling author James Clavell. James Clavell Blackstone Publishing Fiction",GFNuDwAAQBAJ
821,B000NV4XFO,Dark Summer (Poetry Ser.),4.0,"Dark Summer (Poetry Ser.) With a lightning-fast pace, unforgettable characters, and gut-wrenching action, Iris Johansen's Dark Summer is compelling terrain for this master storyteller. It begins with a single shot. Devon Brady is a devoted veterinarian working in a makeshift hospital on a remote search and rescue mission. When a man arrives with his wounded black Lab, Ned, she has no idea that she is about to be plunged into a whirlwind of terror and destruction. Jude Marrock is out for revenge and has no choice but to involve Devon in a high-stakes cat-and-mouse game with an escalating body count. She doesn't trust him one bit, but when the shots start flying and friends start falling, she finds herself with nowhere else to run. And there are innocent lives, both human and animal, at stake, including Ned and his mysterious pack. Is Jude her salvation or her damnation? Are the secrets he's protecting worth killing for . . . or dying for? Iris Johansen St. Martin's Press Fiction",52mhasvHhPgC
822,0786260475,Murderers Prefer Blondes,5.0,"Murderers Prefer Blondes Determined to be the next Agatha Christie, headstrong widow Paige Turner, a writer for Daring Detective, finds herself knee-deep in a real mystery when Babs Comstock, a twenty-four-year-old blonde bombshell, is found strangled to death with a Hopalong Cassidy jump rope. Original. Amanda Matetsky Berkley Fiction",PNmXNnFJHtUC
823,0671879995,The Star Ghost (Star Trek Deep Space Nine),4.0,"The Star Ghost (Star Trek Deep Space Nine) While living on Deep Space NineTM, Jake Sisko has seen a lot of strange things, since his father, commander of the station, opened it to every lifeform who passes through this sector of space. But when Jake's Ferengi friend Nog says he's seen a ghost, Jake doesn't believe him, until a shimmering figure with glowing red eyes appears in Jake's quarters. Soon enough the spectre has Jake on a dangerous mission into the depths of the station, with the fate of Deep Space Nine resting on his boyish shoulders. Brad Strickland Simon and Schuster Fiction",cd-nfFzNq0wC
824,0875420249,"Leaves of Yggdrasil: Runes, Gods, Magic, Feminine Mysteries, and Folklore (Llewellyn's Teutonic Magick Series)",5.0,"Leaves of Yggdrasil: Runes, Gods, Magic, Feminine Mysteries, and Folklore (Llewellyn's Teutonic Magick Series) The first book to offer an extensive presentation of Rune concepts, mythology and magical applications inspired by Dutch/Frisian traditional lore. Includes a clear and concise explanation of the runes and their placement and significance in the runic alphabet. Introduces the use of runes in counseling and healing of others. Freya Aswynn Llewellyn Worldwide Limited Body, Mind & Spirit",3Y-1AAAACAAJ
825,093049413X,Only Nine Chairs (Passover),5.0,"Only Nine Chairs (Passover) This whimsical, rhyming story presents a new solution to an old problem—the overcrowded seder. Deborah Uchill Miller Kar-Ben Publishing ™ Juvenile Fiction",zvBcAgAAQBAJ
826,1551669080,Still Lake,4.0,"Still Lake It was a dream come true. Buying a run-down farm in a beautiful Vermont town is the start of a new life for Sophie Davis. She moves her mother, Grace, and her half sister, Marty, out of the city, hoping the change will help both women sort out their complicated lives. And for Sophie, turning Stonegate Farm into a quaint country inn is the fulfillment of a lifelong dream. She doesn't even mind that the farm was the scene of a grisly multiple murder twenty years earlier…. Then a stranger comes to town. When a stranger moves in next to the farm, Sophie believes the sense of peace she has built for herself and her family is being threatened. Because there's something different about John Smith. It's clear he's keeping secrets…and that he's come to Colby, Vermont, for a reason. And that reason has something to do with Sophie and Stonegate Farm. Now her dream is becoming a nightmare. Who is John Smith? Why does his very presence make Sophie feel so completely out of control? And why is she beginning to suspect that this mysterious stranger will put in jeopardy everything she's dreamed of—maybe even her own life? Anne Stuart Harlequin Fiction",wjHS5UAWqj0C
827,B000OVK34I,"The Castle of Wizardry (The Belgariad Ser., Bk. 4)",4.0,"The Castle of Wizardry (The Belgariad Ser., Bk. 4) Garion regains the Orb and struggles to escape from the brutal Murgo soldiers and the deadly magic spells of Grolim Hierachs David Eddings Belgariad Fiction",TX3LeM3JLO0C
828,B000N56V96,EDWARD THE EMU,5.0,"EDWARD THE EMU Edward the emu was sick of the zoo, There was nowhere to go, there was nothing to do, And compared to the seals that lived right next door, Well being an emu was frankly a bore. Tired of his life as an emu, Edward decides to try being something else for a change. He tries swimming with the seals. He spends a day lounging with the lions. He even does a stint slithering with the snakes. But Edward soon discovers that being an emu may be the best thing after all. And so he returns to his pen, only to find a big surprise awaiting him. . . . Edward is tired of being an emu, so he decides to try being something else for a change. First he spends some time swimming with the seals. Next, he lounges with the lions. He even slithers with the snakes. But Edward soon discovers that being an emu may not be so bad after all. So he heads back to his pen, only to find a big surprise awaiting him . . .Sheena Knowles' upbeat, rhyming text and Rod Clement's deliciously droll illustrations are sure to make readers laugh out loud in this whimsical picture book by the creators of Edwina the Emu.""If you buy one book...for sheer fun, there's no question it should be this one."" San Diego Union Tribune Sheena Knowles Harper Collins Juvenile Fiction",gQrKBcdi-p4C
829,0873760840,Silk and The Ragpicker's Grandson (Short Works Series),4.0,"Silk and The Ragpicker's Grandson (Short Works Series) From the New York Times bestselling author of Sarah's Key and A Secret Kept comes an absorbing new novel about one woman's resistance during an époque that shook Paris to its very core. Paris, France: 1860's. Hundreds of houses are being razed, whole neighborhoods reduced to ashes. By order of Emperor Napoleon III, Baron Haussman has set into motion a series of large-scale renovations that will permanently alter the face of old Paris, moulding it into a ""modern city."" The reforms will erase generations of history—but in the midst of the tumult, one woman will take a stand. Rose Bazelet is determined to fight against the destruction of her family home until the very end; as others flee, she stakes her claim in the basement of the old house on rue Childebert, ignoring the sounds of change that come closer and closer each day. Attempting to overcome the loneliness of her daily life, she begins to write letters to Armand, her beloved late husband. And as she delves into the ritual of remembering, Rose is forced to come to terms with a secret that has been buried deep in her heart for thirty years. Tatiana de Rosnay's The House I Loved is both a poignant story of one woman's indelible strength, and an ode to Paris, where houses harbor the joys and sorrows of their inhabitants, and secrets endure in the very walls... Tatiana de Rosnay St. Martin's Press Fiction",wumpux_KgEIC
830,B000JGEO5W,A Strong West Wind,5.0,"A Strong West Wind In this exquisitely rendered memoir set on the high plains of Texas, Pulitzer Prize winner Gail Caldwell transforms into art what it is like to come of age in a particular time and place. A Strong West Wind begins in the 1950s in the wilds of the Texas Panhandle–a place of both boredom and beauty, its flat horizons broken only by oil derricks, grain elevators, and church steeples. Its story belongs to a girl who grew up surrounded by dust storms and cattle ranches and summer lightning, who took refuge from the vastness of the land and the ever-present wind by retreating into books. What she found there, from renegade women to men who lit out for the territory, turned out to offer a blueprint for her own future. Caldwell would grow up to become a writer, but first she would have to fall in love with a man who was every mother’s nightmare, live through the anguish and fire of the Vietnam years, and defy the father she adored, who had served as a master sergeant in the Second World War. A Strong West Wind is a memoir of culture and history–of fathers and daughters, of two world wars and the passionate rebellions of the sixties. But it is also about the mythology of place and the evolution of a sensibility: about how literature can shape and even anticipate a life. Caldwell possesses the extraordinary ability to illuminate the desires, stories, and lives of ordinary people. Written with humanity, urgency, and beautiful restraint, A Strong West Wind is a magical and unforgettable book, destined to become an American classic. Gail Caldwell Random House Trade Paperbacks Biography & Autobiography",SHEbxb1gVtEC
831,0679765840,The Simple Truth: Poems,5.0,"The Simple Truth: Poems Song of the Simple Truth (Canción de la verdad sencilla) is the first bilingual edition of Julia de Burgos' complete poems. Numbering more than 200, these poems form a literary landmark—the first time her poems have appeared in a complete edition in either English or Spanish. Many of the verses presented here had been lost and are presented here for the first time in print. De Burgos broke new ground in her poetry by fusing a romantic temperament with keen political insights. This book will be essential reading for lovers of poetry and for feminists. Julia de Burgos Northwestern University Press Poetry",Ikk_CgAAQBAJ
